id, latitude, longitude, timestamp, executionTime
0, -22.923943, -43.177799, 2020-03-08T18:39:29.864Z, 3837
1, -22.924776, -43.179428, 2020-03-08T18:40:39.902Z, 2882
2, -22.925875, -43.179329, 2020-03-08T18:41:14.918Z, 2187
3, -22.928761, -43.179279, 2020-03-08T18:42:24.932Z, 2446
4, -22.930351, -43.178955, 2020-03-08T18:43:34.976Z, 2318
5, -22.930725, -43.179085, 2020-03-08T18:44:09.990Z, 3148
6, -22.931084, -43.179314, 2020-03-08T18:45:19.014Z, 1361
7, -22.931461, -43.179459, 2020-03-08T18:46:30.054Z, 4
8, -22.932478, -43.182209, 2020-03-08T18:47:40.130Z, 2952
9, -22.932751, -43.183285, 2020-03-08T18:48:15.183Z, 8412
10, -22.93276, -43.183285, 2020-03-08T18:48:49.213Z, 1431
