id, latitude, longitude, timestamp, executionTime
0, -22.960569, -43.206589, 2020-02-28T12:57:48.060Z, 76
1, -22.96034, -43.204342, 2020-02-28T12:58:48.076Z, 74
2, -22.95949, -43.201069, 2020-02-28T12:59:48.106Z, 65
3, -22.957621, -43.199081, 2020-02-28T13:00:48.159Z, 48
4, -22.95569, -43.196388, 2020-02-28T13:01:48.219Z, 56
5, -22.95536, -43.195789, 2020-02-28T13:02:48.248Z, 59
6, -22.95443, -43.19286, 2020-02-28T13:03:48.297Z, 65
7, -22.95307, -43.188931, 2020-02-28T13:05:18.353Z, 71
8, -22.952959, -43.188622, 2020-02-28T13:05:48.382Z, 60
9, -22.95188, -43.185631, 2020-02-28T13:06:48.423Z, 62
10, -22.951389, -43.18454, 2020-02-28T13:07:48.461Z, 81
11, -22.950991, -43.183281, 2020-02-28T13:08:48.498Z, 72
12, -22.94981, -43.181419, 2020-02-28T13:09:48.528Z, 59
13, -22.947599, -43.182129, 2020-02-28T13:10:48.565Z, 71
14, -22.943529, -43.181141, 2020-02-28T13:11:48.597Z, 62
