id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-02-28T12:58:07.067Z, 1765
1, -22.894, -43.2578, 2020-02-28T12:59:07.100Z, 2028
2, -22.8949, -43.2624, 2020-02-28T13:00:26.146Z, 2060
3, -22.8967, -43.2632, 2020-02-28T13:01:47.210Z, 561
4, -22.899, -43.2636, 2020-02-28T13:02:06.243Z, 1329
5, -22.9007, -43.2666, 2020-02-28T13:03:06.252Z, 2057
6, -22.9018, -43.2692, 2020-02-28T13:04:06.307Z, 903
7, -22.897, -43.2722, 2020-02-28T13:06:06.402Z, 948
8, -22.8964, -43.2726, 2020-02-28T13:07:06.442Z, 988
9, -22.8926, -43.2767, 2020-02-28T13:08:34.489Z, 1968
10, -22.8921, -43.2775, 2020-02-28T13:09:05.511Z, 1211
11, -22.892, -43.2794, 2020-02-28T13:10:05.534Z, 1823
12, -22.8919, -43.2804, 2020-02-28T13:11:05.577Z, 1452
13, -22.8919, -43.2818, 2020-02-28T13:12:05.627Z, 1775
