id, latitude, longitude, timestamp, executionTime
0, -22.8951, -43.256, 2020-03-07T22:47:48.679Z, 84
1, -22.894, -43.2578, 2020-03-07T22:48:48.766Z, 75
2, -22.8949, -43.2624, 2020-03-07T22:50:07.791Z, 68
3, -22.8967, -43.2632, 2020-03-07T22:51:28.815Z, 50
4, -22.899, -43.2636, 2020-03-07T22:51:47.831Z, 75
5, -22.9007, -43.2666, 2020-03-07T22:52:47.838Z, 38
6, -22.9018, -43.2692, 2020-03-07T22:53:47.854Z, 50
7, -22.897, -43.2722, 2020-03-07T22:55:47.904Z, 36
8, -22.8964, -43.2726, 2020-03-07T22:56:47.925Z, 57
9, -22.8926, -43.2767, 2020-03-07T22:58:15.945Z, 74
10, -22.8921, -43.2775, 2020-03-07T22:58:46.958Z, 37
11, -22.892, -43.2794, 2020-03-07T22:59:46.967Z, 38
12, -22.8919, -43.2804, 2020-03-07T23:00:46.992Z, 58
13, -22.8919, -43.2818, 2020-03-07T23:01:47.012Z, 77
