attach,http://mandelhost.de:14265 score: 90.85172676086427 scoreNorm: 0.40522822809916237
1754,9302,0
23622,17296,1
1504,27849,2
40183,34969,3
2216,8329,4
1587,7793,5
960,15590,6
1648,11308,7
8449,11982,8
1603,15242,9
7627,30094,10
460,24078,11
34954,215642,12
15849,256784,13
168607,210330,14
46788,371761,15
74354,446160,16
22397,679894,17
333834,467114,18
271014,680917,19
208913,866879,20
147133,1019959,21
85521,1090985,22
23239,1269983,23
290798,966730,24
-1,-1,25
-1,-1,26
-1,-1,27
-1,-1,28
-1,-1,29
-1,-1,30
-1,-1,31
-1,-1,32
-1,-1,33
-1,-1,34
-1,-1,35
-1,-1,36
-1,-1,37
-1,-1,38
-1,-1,39
-1,-1,40
-1,-1,41
-1,-1,42
-1,-1,43
-1,-1,44
